id;lat;lng;time;plastico objeto ;medusas;otros;plastico agregados;boyas
ID_388;41,30;2,16;2022-05-12T00:00:00;4;3;5;7;5
ID_389;41,36;2,18;2022-08-19T00:00:00;4;8;2;4;1
ID_390;41,31;2,15;2022-03-04T00:00:00;0;3;9;3;2
ID_391;41,30;2,16;2023-02-23T00:00:00;1;2;0;0;4
ID_392;41,35;2,16;2022-06-22T00:00:00;10;9;1;5;5
ID_393;41,37;2,18;2022-10-22T00:00:00;0;5;0;7;4
ID_394;41,37;2,14;2022-05-06T00:00:00;0;7;0;2;0
ID_395;41,35;2,14;2022-09-14T00:00:00;4;2;2;7;5
ID_396;41,32;2,15;2022-06-09T00:00:00;9;3;3;7;5
ID_397;41,30;2,14;2022-01-16T00:00:00;10;5;5;3;0
ID_398;41,34;2,16;2022-05-18T00:00:00;2;7;5;0;6
ID_399;41,37;2,14;2022-07-14T00:00:00;10;8;6;8;4
ID_400;41,35;2,17;2022-10-16T00:00:00;0;7;6;7;4
ID_401;41,33;2,18;2022-03-25T00:00:00;5;0;9;6;0
ID_402;41,32;2,15;2022-12-17T00:00:00;0;1;7;8;5
ID_403;41,29;2,15;2022-02-16T00:00:00;6;3;5;9;9
ID_404;41,35;2,16;2022-04-29T00:00:00;8;4;5;7;8
ID_405;41,36;2,18;2022-03-04T00:00:00;7;8;3;10;9
ID_406;41,31;2,14;2022-04-01T00:00:00;1;5;10;4;2
ID_407;41,35;2,18;2023-02-20T00:00:00;0;7;4;2;8
ID_408;41,30;2,17;2022-07-03T00:00:00;2;0;2;9;4
ID_409;41,29;2,17;2022-09-25T00:00:00;2;0;10;9;10
ID_410;41,33;2,14;2022-08-17T00:00:00;4;5;9;7;4
ID_411;41,30;2,16;2022-05-09T00:00:00;7;3;4;10;7
ID_412;41,33;2,16;2022-07-11T00:00:00;5;4;2;5;4
ID_413;41,34;2,14;2022-01-28T00:00:00;7;6;8;9;7
ID_414;41,34;2,16;2022-07-05T00:00:00;10;8;3;4;2
ID_415;41,37;2,17;2023-01-14T00:00:00;0;8;1;5;7
ID_416;41,37;2,14;2022-03-17T00:00:00;10;6;8;10;3
ID_417;41,36;2,18;2022-01-19T00:00:00;6;10;6;4;5
ID_418;41,34;2,17;2022-04-14T00:00:00;9;10;7;1;5
ID_419;41,31;2,17;2022-05-07T00:00:00;5;5;0;1;7
ID_420;41,34;2,14;2023-02-19T00:00:00;8;5;9;5;7
ID_421;41,32;2,18;2022-02-19T00:00:00;9;3;10;7;9
ID_422;41,30;2,16;2022-03-12T00:00:00;2;1;0;0;2
ID_423;41,36;2,17;2022-02-10T00:00:00;0;5;9;3;0
ID_424;41,29;2,17;2022-08-12T00:00:00;0;1;3;4;4
ID_425;41,32;2,15;2022-02-02T00:00:00;5;9;2;10;6
ID_426;41,34;2,17;2022-01-10T00:00:00;5;4;7;0;8
ID_427;41,29;2,15;2022-06-27T00:00:00;7;2;10;5;0
ID_428;41,32;2,16;2022-02-20T00:00:00;9;8;10;10;10
ID_429;41,34;2,15;2022-11-25T00:00:00;1;8;10;6;10
ID_430;41,33;2,17;2023-01-29T00:00:00;4;6;1;6;2
ID_431;41,29;2,14;2023-01-05T00:00:00;10;2;3;5;5
ID_432;41,35;2,17;2023-01-31T00:00:00;8;2;4;7;0
ID_433;41,37;2,14;2022-12-11T00:00:00;8;8;3;0;6
ID_434;41,37;2,17;2022-04-23T00:00:00;0;7;4;9;2
ID_435;41,35;2,18;2022-08-21T00:00:00;5;5;0;3;3
ID_436;41,36;2,18;2022-02-20T00:00:00;4;5;0;0;1
ID_437;41,37;2,15;2022-02-06T00:00:00;2;2;0;10;3
ID_438;41,31;2,17;2022-04-04T00:00:00;8;0;3;0;0
ID_439;41,35;2,18;2022-04-26T00:00:00;6;9;2;0;0
ID_440;41,37;2,15;2022-05-12T00:00:00;2;10;8;4;8
ID_441;41,32;2,15;2022-05-06T00:00:00;7;1;7;3;1
ID_442;41,36;2,14;2022-10-19T00:00:00;3;10;8;1;2
ID_443;41,35;2,18;2022-12-25T00:00:00;6;10;7;9;7
ID_444;41,36;2,15;2022-12-18T00:00:00;5;6;8;5;4
ID_445;41,32;2,15;2022-04-24T00:00:00;3;9;10;9;6
ID_446;41,33;2,17;2022-04-15T00:00:00;3;7;8;2;7
ID_447;41,29;2,16;2022-01-02T00:00:00;8;2;6;3;8
ID_448;41,35;2,18;2022-11-08T00:00:00;2;1;0;10;2
ID_449;41,32;2,18;2022-10-28T00:00:00;0;4;3;3;7
ID_450;41,34;2,18;2022-12-26T00:00:00;2;9;7;5;10
ID_451;41,32;2,14;2022-02-15T00:00:00;10;8;0;3;9
ID_452;41,30;2,15;2022-01-22T00:00:00;6;3;2;10;4
ID_453;41,33;2,15;2023-02-18T00:00:00;8;1;6;6;7
ID_454;41,31;2,15;2022-04-24T00:00:00;10;6;2;0;10
ID_455;41,35;2,15;2023-01-19T00:00:00;5;9;1;9;5
ID_456;41,37;2,14;2022-12-16T00:00:00;7;3;1;8;8
ID_457;41,34;2,15;2022-03-17T00:00:00;5;8;0;5;9
ID_458;41,33;2,18;2022-04-13T00:00:00;3;10;0;5;7
ID_459;41,33;2,17;2022-08-27T00:00:00;1;0;9;6;2
ID_460;41,32;2,16;2022-10-06T00:00:00;1;9;1;7;1
ID_461;41,32;2,17;2022-03-12T00:00:00;5;1;0;6;9
ID_462;41,36;2,18;2022-03-06T00:00:00;4;7;5;5;7
ID_463;41,36;2,16;2022-03-27T00:00:00;1;2;9;6;10
ID_464;41,31;2,18;2022-07-15T00:00:00;0;8;5;10;5
ID_465;41,37;2,14;2023-02-28T00:00:00;9;1;3;8;2
ID_466;41,31;2,18;2022-01-24T00:00:00;0;9;0;9;4
ID_467;41,29;2,15;2022-08-01T00:00:00;9;1;6;9;9
ID_468;41,34;2,15;2022-12-29T00:00:00;8;10;5;8;8
ID_469;41,31;2,16;2022-03-10T00:00:00;1;1;5;3;6
ID_470;41,35;2,14;2022-12-16T00:00:00;5;1;10;6;2
ID_471;41,32;2,17;2022-02-23T00:00:00;4;6;7;1;6
ID_472;41,32;2,15;2022-03-29T00:00:00;3;9;4;7;0
ID_473;41,32;2,16;2023-01-23T00:00:00;4;4;0;8;4
ID_474;41,31;2,16;2022-01-30T00:00:00;3;3;10;3;2
ID_475;41,34;2,14;2022-01-08T00:00:00;8;3;6;5;4
ID_476;41,29;2,18;2022-08-18T00:00:00;9;9;7;5;5
ID_477;41,34;2,17;2023-01-20T00:00:00;3;8;8;5;2
ID_478;41,36;2,14;2023-01-17T00:00:00;3;5;0;6;6
ID_479;41,32;2,16;2022-02-13T00:00:00;5;3;0;4;9
ID_480;41,31;2,15;2022-07-30T00:00:00;4;2;1;6;3
ID_481;41,33;2,16;2022-05-01T00:00:00;3;1;6;0;0
ID_482;41,35;2,17;2022-09-05T00:00:00;0;8;8;10;1
ID_483;41,37;2,17;2022-07-01T00:00:00;1;6;9;6;0
ID_484;41,29;2,14;2023-01-02T00:00:00;1;8;9;8;9
ID_485;41,30;2,17;2022-10-09T00:00:00;1;10;10;1;7
ID_486;41,36;2,18;2022-05-19T00:00:00;2;1;6;5;0
ID_487;41,30;2,17;2022-11-21T00:00:00;5;1;5;1;9
ID_488;41,34;2,14;2022-09-01T00:00:00;8;9;8;2;10
ID_489;41,29;2,14;2022-11-24T00:00:00;4;3;10;7;1
ID_490;41,29;2,14;2022-07-08T00:00:00;9;3;5;5;5
ID_491;41,29;2,15;2023-02-06T00:00:00;10;7;2;6;5
ID_492;41,37;2,16;2022-03-21T00:00:00;4;1;8;8;5
ID_493;41,30;2,15;2022-05-04T00:00:00;1;6;3;5;4
ID_494;41,30;2,15;2022-08-09T00:00:00;7;7;10;0;0
ID_495;41,32;2,16;2022-06-17T00:00:00;4;0;5;3;10
ID_496;41,32;2,18;2022-12-03T00:00:00;9;6;9;1;10
ID_497;41,30;2,18;2022-02-07T00:00:00;0;9;9;8;3
ID_498;41,35;2,14;2022-04-28T00:00:00;9;0;6;0;1
ID_499;41,32;2,18;2022-05-14T00:00:00;3;5;3;5;7
ID_500;41,32;2,18;2022-06-18T00:00:00;9;6;8;1;5
ID_501;41,37;2,18;2022-02-13T00:00:00;7;3;0;0;4
ID_502;41,33;2,15;2022-12-29T00:00:00;0;8;6;7;7
ID_503;41,37;2,14;2022-02-15T00:00:00;4;5;3;8;10
ID_504;41,34;2,14;2022-12-03T00:00:00;3;10;9;9;2
ID_505;41,29;2,18;2023-01-02T00:00:00;2;9;4;9;4
ID_506;41,29;2,16;2022-03-14T00:00:00;8;5;3;0;6
ID_507;41,37;2,17;2022-02-06T00:00:00;2;9;3;9;7
ID_508;41,31;2,18;2023-02-17T00:00:00;2;6;7;5;3
ID_509;41,35;2,18;2022-04-06T00:00:00;5;3;5;8;6
ID_510;41,29;2,15;2022-02-27T00:00:00;0;6;0;7;6
ID_511;41,33;2,15;2022-09-12T00:00:00;7;6;7;4;7
ID_512;41,34;2,17;2023-01-23T00:00:00;10;5;3;10;8
ID_513;41,36;2,18;2022-04-08T00:00:00;8;5;8;9;5
ID_514;41,36;2,17;2022-08-06T00:00:00;9;4;7;10;1
ID_515;41,35;2,18;2022-11-22T00:00:00;8;1;9;4;6
ID_516;41,34;2,16;2022-03-10T00:00:00;6;5;4;8;6
ID_517;41,32;2,14;2022-07-28T00:00:00;2;2;2;3;1
ID_518;41,30;2,18;2022-12-13T00:00:00;8;6;1;10;3
ID_519;41,35;2,18;2022-01-26T00:00:00;0;10;8;3;3
ID_520;41,34;2,16;2022-01-02T00:00:00;3;3;3;0;9
ID_521;41,37;2,15;2022-07-31T00:00:00;3;10;6;5;7
ID_522;41,29;2,15;2022-08-05T00:00:00;6;3;2;10;9
ID_523;41,35;2,15;2022-08-21T00:00:00;5;5;3;10;0
ID_524;41,37;2,15;2022-01-23T00:00:00;9;0;6;7;5
ID_525;41,31;2,17;2022-06-26T00:00:00;0;6;3;7;1
ID_526;41,32;2,15;2022-09-02T00:00:00;5;3;6;5;3
ID_527;41,34;2,14;2022-02-17T00:00:00;0;8;6;2;4
ID_528;41,36;2,17;2022-04-21T00:00:00;4;5;0;0;5
ID_529;41,30;2,17;2022-07-28T00:00:00;8;7;2;7;3
ID_530;41,37;2,18;2022-02-08T00:00:00;4;7;1;5;10
ID_531;41,31;2,18;2022-04-07T00:00:00;2;9;0;0;7
ID_532;41,31;2,16;2022-03-25T00:00:00;10;0;10;1;1
ID_533;41,33;2,14;2022-02-25T00:00:00;0;7;9;2;2
ID_534;41,33;2,14;2022-01-18T00:00:00;1;5;7;10;6
ID_535;41,36;2,18;2022-04-22T00:00:00;2;3;8;9;4
ID_536;41,31;2,14;2022-04-19T00:00:00;3;1;8;10;8
ID_537;41,31;2,17;2023-02-16T00:00:00;4;10;6;7;1
ID_538;41,32;2,17;2022-07-17T00:00:00;5;2;0;9;3
ID_539;41,33;2,16;2022-04-30T00:00:00;9;1;3;1;1
ID_540;41,35;2,16;2022-05-11T00:00:00;1;1;8;8;4
ID_541;41,36;2,18;2022-04-15T00:00:00;2;1;7;2;2
ID_542;41,32;2,17;2022-03-03T00:00:00;6;9;1;6;6
ID_543;41,32;2,18;2022-08-26T00:00:00;1;6;1;9;4
ID_544;41,32;2,17;2022-03-27T00:00:00;1;8;0;3;7
ID_545;41,33;2,16;2022-11-29T00:00:00;4;5;6;10;1
ID_546;41,37;2,17;2023-02-19T00:00:00;7;5;2;1;5
ID_547;41,32;2,17;2022-11-17T00:00:00;0;8;9;4;4
ID_548;41,32;2,14;2022-03-04T00:00:00;6;9;5;0;5
ID_549;41,30;2,17;2022-01-19T00:00:00;9;7;4;1;6
ID_550;41,37;2,17;2022-04-11T00:00:00;8;9;5;10;10
ID_551;41,29;2,15;2022-04-28T00:00:00;9;8;0;6;10
ID_552;41,36;2,18;2022-11-01T00:00:00;8;2;1;6;9
ID_553;41,30;2,15;2022-03-28T00:00:00;2;7;5;7;5
ID_554;41,36;2,14;2022-11-28T00:00:00;10;1;5;10;1
ID_555;41,35;2,14;2022-11-21T00:00:00;2;2;3;4;1
ID_556;41,36;2,15;2022-09-05T00:00:00;7;10;8;1;4
ID_557;41,32;2,17;2022-09-06T00:00:00;1;1;5;8;7
ID_558;41,32;2,17;2023-02-06T00:00:00;3;10;10;2;1
ID_559;41,30;2,16;2022-11-15T00:00:00;2;0;6;2;7
ID_560;41,37;2,16;2022-01-23T00:00:00;7;0;7;7;5
ID_561;41,31;2,14;2022-03-08T00:00:00;8;3;10;10;5
ID_562;41,34;2,15;2022-04-21T00:00:00;3;5;10;1;9
ID_563;41,32;2,15;2022-07-09T00:00:00;4;2;10;3;3
ID_564;41,29;2,15;2022-05-16T00:00:00;9;5;2;9;5
ID_565;41,31;2,15;2022-11-15T00:00:00;0;5;4;8;4
ID_566;41,37;2,14;2023-01-25T00:00:00;1;5;5;9;6
ID_567;41,37;2,16;2022-05-27T00:00:00;6;9;10;5;0
ID_568;41,31;2,15;2022-07-12T00:00:00;4;2;4;4;1
ID_569;41,30;2,18;2022-08-30T00:00:00;5;1;8;7;4
ID_570;41,35;2,15;2022-03-05T00:00:00;6;6;5;1;4
ID_571;41,36;2,14;2022-08-10T00:00:00;5;2;8;1;6
ID_572;41,29;2,14;2022-10-04T00:00:00;2;3;10;10;1
ID_573;41,35;2,18;2022-05-02T00:00:00;5;3;8;10;5
ID_574;41,34;2,15;2022-12-24T00:00:00;6;7;9;8;9
ID_575;41,34;2,15;2022-10-17T00:00:00;9;5;8;8;4
ID_576;41,30;2,15;2022-08-30T00:00:00;1;6;7;5;10
ID_577;41,33;2,16;2022-02-18T00:00:00;3;7;5;3;10
ID_578;41,36;2,15;2022-11-28T00:00:00;7;1;7;8;0
ID_579;41,37;2,14;2022-05-09T00:00:00;5;1;3;3;8
ID_580;41,33;2,17;2022-09-26T00:00:00;0;7;0;5;7
ID_581;41,31;2,15;2022-05-28T00:00:00;0;5;0;4;3
ID_582;41,36;2,15;2022-12-25T00:00:00;3;8;1;8;7
ID_583;41,32;2,17;2022-04-02T00:00:00;2;3;10;0;2
ID_584;41,31;2,14;2022-02-14T00:00:00;10;2;0;1;7
ID_585;41,36;2,14;2022-06-01T00:00:00;0;6;0;3;9
ID_586;41,30;2,16;2022-06-06T00:00:00;2;9;10;2;4
ID_587;41,31;2,17;2023-01-30T00:00:00;8;10;10;5;7
ID_588;41,29;2,17;2022-11-07T00:00:00;8;9;9;5;8
ID_589;41,29;2,15;2022-03-13T00:00:00;9;7;6;5;8
ID_590;41,30;2,15;2022-02-14T00:00:00;6;7;4;1;5
ID_591;41,34;2,14;2022-08-13T00:00:00;3;7;9;5;3
ID_592;41,33;2,14;2022-10-16T00:00:00;9;0;4;4;4
ID_593;41,35;2,18;2022-04-01T00:00:00;0;3;3;10;8
ID_594;41,36;2,14;2022-11-29T00:00:00;5;3;8;9;0
ID_595;41,37;2,17;2022-06-04T00:00:00;2;1;1;1;10
ID_596;41,29;2,16;2022-09-16T00:00:00;2;9;7;3;10
ID_597;41,34;2,15;2022-03-19T00:00:00;9;3;9;7;3
ID_598;41,37;2,17;2022-04-08T00:00:00;8;1;10;9;7
ID_599;41,37;2,16;2023-01-02T00:00:00;1;5;6;7;8
ID_600;41,30;2,18;2022-11-06T00:00:00;10;0;0;6;2
ID_601;41,32;2,14;2023-02-14T00:00:00;9;9;3;2;5
ID_602;41,32;2,18;2022-02-09T00:00:00;0;5;2;5;8
ID_603;41,31;2,17;2023-01-21T00:00:00;6;10;2;5;8
ID_604;41,29;2,17;2022-03-27T00:00:00;4;4;7;3;2
ID_605;41,30;2,15;2022-03-31T00:00:00;2;4;6;1;6
ID_606;41,36;2,17;2022-05-06T00:00:00;3;3;7;10;8
ID_607;41,36;2,17;2022-04-22T00:00:00;6;6;2;0;1
ID_608;41,33;2,18;2022-01-01T00:00:00;9;7;3;4;7
ID_609;41,31;2,18;2022-08-12T00:00:00;10;10;1;0;2
ID_610;41,31;2,14;2022-07-25T00:00:00;3;4;4;9;9
ID_611;41,32;2,16;2022-11-25T00:00:00;3;4;0;5;5
ID_612;41,37;2,15;2022-09-19T00:00:00;9;6;2;4;2
ID_613;41,34;2,14;2022-01-19T00:00:00;4;5;1;1;4
ID_614;41,32;2,18;2022-11-29T00:00:00;9;0;6;8;2
ID_615;41,37;2,17;2022-12-27T00:00:00;8;8;8;4;1
ID_616;41,36;2,15;2022-02-25T00:00:00;5;3;0;0;4
ID_617;41,32;2,15;2022-06-28T00:00:00;1;4;6;3;9
ID_618;41,32;2,14;2022-07-28T00:00:00;1;2;3;8;2
ID_619;41,30;2,18;2022-07-15T00:00:00;2;0;5;2;6
ID_620;41,36;2,18;2022-06-13T00:00:00;4;4;4;2;7
ID_621;41,36;2,16;2022-08-25T00:00:00;7;10;5;8;6
ID_622;41,37;2,18;2022-03-07T00:00:00;0;1;6;8;1
ID_623;41,31;2,16;2022-12-17T00:00:00;10;10;2;10;4
ID_624;41,35;2,14;2022-10-01T00:00:00;0;5;0;9;8
ID_625;41,34;2,15;2022-12-05T00:00:00;8;9;3;6;10
ID_626;41,34;2,17;2022-08-07T00:00:00;7;8;7;2;7
ID_627;41,36;2,16;2022-02-15T00:00:00;1;6;3;3;8
ID_628;41,36;2,17;2022-04-06T00:00:00;4;8;8;3;10
ID_629;41,32;2,15;2022-05-30T00:00:00;6;1;0;5;7
ID_630;41,30;2,14;2022-02-22T00:00:00;0;4;9;0;7
ID_631;41,30;2,16;2023-02-04T00:00:00;6;6;1;7;4
ID_632;41,29;2,16;2022-02-04T00:00:00;3;7;4;10;5
ID_633;41,35;2,18;2022-04-17T00:00:00;8;7;9;1;2
ID_634;41,33;2,17;2022-12-01T00:00:00;7;2;4;7;10
ID_635;41,33;2,18;2022-05-02T00:00:00;10;3;8;7;7
ID_636;41,31;2,16;2022-02-10T00:00:00;0;2;9;10;6
ID_637;41,32;2,16;2022-09-19T00:00:00;5;4;10;9;2
ID_638;41,35;2,14;2022-02-06T00:00:00;7;10;0;6;10
ID_639;41,37;2,16;2022-03-22T00:00:00;6;4;3;8;4
ID_640;41,33;2,17;2022-06-06T00:00:00;6;4;7;2;6
ID_641;41,29;2,15;2023-01-18T00:00:00;0;6;1;1;2
ID_642;41,37;2,14;2023-02-12T00:00:00;10;7;5;2;3
ID_643;41,31;2,15;2022-01-31T00:00:00;5;4;0;3;10
ID_644;41,37;2,14;2022-07-09T00:00:00;3;3;10;2;7
ID_645;41,35;2,16;2022-05-27T00:00:00;8;6;7;5;4
ID_646;41,32;2,18;2022-03-11T00:00:00;8;9;5;0;2
ID_647;41,35;2,17;2023-02-05T00:00:00;7;9;5;1;4
ID_648;41,31;2,15;2023-01-30T00:00:00;2;1;4;1;9
ID_649;41,30;2,17;2022-07-28T00:00:00;6;5;1;1;6
ID_650;41,37;2,16;2022-02-04T00:00:00;0;7;6;6;6
ID_651;41,32;2,17;2022-02-15T00:00:00;5;6;1;4;1
ID_652;41,33;2,16;2022-04-23T00:00:00;0;10;1;0;10
ID_653;41,33;2,14;2022-05-30T00:00:00;8;8;8;0;0
ID_654;41,29;2,14;2022-05-16T00:00:00;5;2;5;4;7
ID_655;41,33;2,16;2022-03-18T00:00:00;3;7;4;7;6
ID_656;41,35;2,15;2022-01-19T00:00:00;0;4;3;5;2
ID_657;41,30;2,18;2022-05-05T00:00:00;8;9;4;3;7
ID_658;41,34;2,16;2022-03-13T00:00:00;2;3;0;8;9
ID_659;41,33;2,15;2022-02-13T00:00:00;2;2;5;1;0
ID_660;41,33;2,17;2022-06-26T00:00:00;6;4;1;1;5
ID_661;41,35;2,17;2022-12-21T00:00:00;2;0;1;8;1
ID_662;41,33;2,18;2023-01-20T00:00:00;0;5;7;5;10
ID_663;41,36;2,15;2022-12-06T00:00:00;10;4;7;6;5
ID_664;41,30;2,15;2022-04-29T00:00:00;2;9;7;2;10
ID_665;41,32;2,16;2022-07-19T00:00:00;10;10;4;2;2
ID_666;41,29;2,17;2022-07-05T00:00:00;5;5;7;9;4
ID_667;41,31;2,16;2022-11-02T00:00:00;5;10;4;10;7
ID_668;41,30;2,14;2023-01-13T00:00:00;2;9;8;9;3
ID_669;41,35;2,17;2022-12-28T00:00:00;3;9;0;10;10
ID_670;41,34;2,17;2022-04-28T00:00:00;10;10;7;9;0
ID_671;41,32;2,16;2023-02-04T00:00:00;9;8;2;9;4
ID_672;41,33;2,15;2022-09-26T00:00:00;7;7;7;0;7
ID_673;41,34;2,17;2022-03-29T00:00:00;6;9;0;8;7
ID_674;41,29;2,18;2022-04-10T00:00:00;2;8;9;0;5
ID_675;41,36;2,18;2022-06-12T00:00:00;7;8;4;5;9
ID_676;41,33;2,16;2022-12-14T00:00:00;0;4;5;4;1
ID_677;41,36;2,17;2022-02-16T00:00:00;8;2;9;0;2
ID_678;41,31;2,14;2022-03-19T00:00:00;1;6;4;4;7
ID_679;41,31;2,17;2022-03-29T00:00:00;8;8;1;3;1
ID_680;41,37;2,17;2022-04-22T00:00:00;3;5;8;2;10
ID_681;41,30;2,14;2022-11-05T00:00:00;7;1;7;6;2
ID_682;41,32;2,17;2022-02-06T00:00:00;1;7;4;1;9
ID_683;41,37;2,17;2022-02-28T00:00:00;5;1;9;2;1
ID_684;41,32;2,17;2022-11-11T00:00:00;4;0;8;8;0
ID_685;41,29;2,18;2022-01-27T00:00:00;8;9;5;10;5
ID_686;41,37;2,16;2022-11-22T00:00:00;3;8;3;5;5
ID_687;41,34;2,18;2022-11-26T00:00:00;3;8;3;6;3
ID_688;41,29;2,17;2022-12-15T00:00:00;6;5;10;7;7
ID_689;41,35;2,17;2022-06-02T00:00:00;4;6;10;0;9
ID_690;41,37;2,17;2022-11-14T00:00:00;3;9;2;9;3
ID_691;41,37;2,18;2023-01-21T00:00:00;2;3;6;10;8
ID_692;41,36;2,16;2022-06-26T00:00:00;6;10;5;1;7
ID_693;41,29;2,14;2022-02-28T00:00:00;8;6;0;3;6
ID_694;41,34;2,16;2022-03-11T00:00:00;9;1;0;8;5
ID_695;41,36;2,14;2022-01-13T00:00:00;5;1;2;4;10
ID_696;41,37;2,14;2022-02-20T00:00:00;1;7;7;3;2
ID_697;41,32;2,18;2022-03-04T00:00:00;8;1;1;2;10
ID_698;41,31;2,17;2022-12-05T00:00:00;7;6;7;1;1
ID_699;41,36;2,17;2023-02-03T00:00:00;9;6;1;7;1
ID_700;41,32;2,16;2022-06-30T00:00:00;6;6;3;0;0
ID_701;41,37;2,15;2022-10-03T00:00:00;0;6;4;9;10
ID_702;41,33;2,14;2022-01-22T00:00:00;8;10;7;9;3
ID_703;41,36;2,18;2022-11-03T00:00:00;6;8;0;6;3
ID_704;41,37;2,14;2022-06-22T00:00:00;8;7;3;4;0
ID_705;41,32;2,16;2022-07-04T00:00:00;1;3;3;6;3
ID_706;41,32;2,18;2022-01-14T00:00:00;1;1;0;4;4
ID_707;41,29;2,15;2022-12-30T00:00:00;2;2;8;4;5
ID_708;41,36;2,14;2022-06-16T00:00:00;5;4;8;5;8
ID_709;41,34;2,15;2023-02-23T00:00:00;6;9;0;0;10
ID_710;41,30;2,14;2022-12-29T00:00:00;10;7;10;10;6
ID_711;41,31;2,15;2022-07-05T00:00:00;6;9;0;0;6
ID_712;41,30;2,18;2022-12-31T00:00:00;0;1;1;7;1
ID_713;41,34;2,14;2022-10-04T00:00:00;6;6;1;10;3
ID_714;41,30;2,18;2023-02-20T00:00:00;7;4;8;4;1
ID_715;41,31;2,16;2022-06-06T00:00:00;3;6;0;4;10
ID_716;41,31;2,15;2022-12-20T00:00:00;3;7;1;2;1
ID_717;41,31;2,18;2022-08-18T00:00:00;1;6;7;9;3
ID_718;41,36;2,17;2022-04-03T00:00:00;10;4;3;4;4
ID_719;41,35;2,16;2022-03-30T00:00:00;8;10;9;5;3
ID_720;41,36;2,15;2022-12-28T00:00:00;2;1;4;1;7
ID_721;41,30;2,17;2022-09-12T00:00:00;9;6;2;8;0
ID_722;41,36;2,14;2022-11-14T00:00:00;0;6;0;2;10
ID_723;41,33;2,14;2022-04-18T00:00:00;8;9;4;9;7
ID_724;41,32;2,16;2022-04-22T00:00:00;7;2;3;3;7
ID_725;41,36;2,14;2022-01-07T00:00:00;10;6;0;5;2
ID_726;41,32;2,15;2022-10-29T00:00:00;3;9;3;8;6
ID_727;41,30;2,14;2022-06-01T00:00:00;0;4;3;3;3
ID_728;41,29;2,15;2022-12-21T00:00:00;9;1;1;0;6
ID_729;41,34;2,14;2023-01-23T00:00:00;9;5;0;3;7
ID_730;41,34;2,14;2022-12-16T00:00:00;3;5;10;5;3
ID_731;41,35;2,16;2022-05-21T00:00:00;1;9;3;10;10
ID_732;41,31;2,16;2022-01-18T00:00:00;0;4;7;9;7
ID_733;41,30;2,17;2022-10-07T00:00:00;4;8;7;0;4
ID_734;41,37;2,17;2022-11-12T00:00:00;3;3;10;0;5
ID_735;41,37;2,14;2022-02-21T00:00:00;2;4;8;6;8
ID_736;41,35;2,18;2022-08-05T00:00:00;6;3;1;8;0
ID_737;41,36;2,14;2022-07-09T00:00:00;4;7;0;7;8
ID_738;41,34;2,16;2022-07-31T00:00:00;0;9;5;0;2
ID_739;41,31;2,14;2022-04-01T00:00:00;4;9;0;10;9
ID_740;41,29;2,14;2023-02-11T00:00:00;10;5;1;2;2
ID_741;41,35;2,18;2022-09-01T00:00:00;4;4;2;6;8
ID_742;41,36;2,15;2022-02-06T00:00:00;5;0;10;6;10
ID_743;41,29;2,18;2022-09-17T00:00:00;3;10;3;4;9
ID_744;41,29;2,14;2022-09-29T00:00:00;3;4;10;7;1
ID_745;41,31;2,18;2022-03-30T00:00:00;1;3;3;4;0
ID_746;41,31;2,16;2022-10-24T00:00:00;8;4;0;5;5
ID_747;41,32;2,17;2022-02-23T00:00:00;8;1;0;0;2
ID_748;41,32;2,18;2022-12-31T00:00:00;0;5;3;5;6
ID_749;41,31;2,16;2022-08-15T00:00:00;6;7;5;10;3
ID_750;41,31;2,16;2022-09-06T00:00:00;5;2;9;1;3
ID_751;41,36;2,14;2022-03-25T00:00:00;9;0;7;8;8
ID_752;41,33;2,16;2022-11-02T00:00:00;8;6;8;4;0
ID_753;41,36;2,17;2022-11-14T00:00:00;1;4;8;5;9
ID_754;41,29;2,17;2022-08-04T00:00:00;1;4;0;10;1
ID_755;41,30;2,14;2022-12-07T00:00:00;3;6;10;2;1
ID_756;41,30;2,14;2022-12-08T00:00:00;3;1;8;4;9
ID_757;41,32;2,18;2022-02-28T00:00:00;7;6;9;2;0
ID_758;41,32;2,16;2022-03-17T00:00:00;9;3;6;5;0
ID_759;41,33;2,17;2022-12-18T00:00:00;1;1;4;2;8
ID_760;41,35;2,14;2022-12-11T00:00:00;7;9;1;4;0
ID_761;41,37;2,15;2022-06-12T00:00:00;3;3;3;4;3
ID_762;41,32;2,16;2022-11-21T00:00:00;3;4;6;1;3
ID_763;41,29;2,16;2022-08-27T00:00:00;1;7;2;0;1
ID_764;41,32;2,18;2022-09-14T00:00:00;1;6;10;3;8
ID_765;41,29;2,16;2022-05-06T00:00:00;5;2;0;5;4
ID_766;41,30;2,18;2022-11-05T00:00:00;8;10;8;1;2
ID_767;41,35;2,17;2022-08-07T00:00:00;3;4;0;6;1
ID_768;41,35;2,18;2022-09-16T00:00:00;8;6;9;7;0
ID_769;41,35;2,15;2022-03-21T00:00:00;0;1;2;9;2
ID_770;41,29;2,16;2022-06-15T00:00:00;7;4;8;5;0
ID_771;41,32;2,15;2023-01-23T00:00:00;9;9;4;2;10
ID_772;41,33;2,15;2023-01-23T00:00:00;5;5;1;1;3
ID_773;41,34;2,14;2022-04-17T00:00:00;7;1;8;2;2
ID_774;41,30;2,15;2022-12-14T00:00:00;7;5;3;10;7
